wishes, होगी,
anticipation पूर्वानुमान
women: अधिकारिता
reforestation पुनर्वनरोपण
smothering. घुट-घुट
Currently फिलहाल
freight फ्रेट
sources- ऊर्जा,
energy, ऊर्जा,
suitable. तराई
flying. गिरना
vaccines. लगवाने
Jille-Ilahi? इंसाफ?
drip ड्रिप
milking, हस्त
obey होगा।
Later उसके
found पाया
Tundra. टुण्ड्रा
yourself, सोचने
Right फिलहाल
Then उसके
possible सम्भव
morality. सदाचार
dose. पिलायें
Chennai चेन्नई
forecast पूर्वानुमान
thereby निकम्मा
yet पाया
Song, गाना,
diversities विविधताओं
sweets मिठाइयों
tell, बता
right हक
Sir, सर!
Richard पार्कर
Parker पार्कर
sir, सर!
sir! सर!
transactions लेन-देनों
transactions. लेन-देनों
93 93
wear पहनाया
pistol. से।
sized, मोटी,
lady मोहतरमा
facilitates सके,
stay, जाऊँगा,
novias निवियास
Chamaar चतुरी
sticky भलीभांति
Naseeb नसीब
Assam, असम,
Go जाओ,
child बेटा
strength हिम्मत
winters. जाड़े
dust धूल
dwarf बौने
17 17
cumin जीरा
big. आएं,
gage जमानत
Jelly जेली
prevent बचने
potash. एनपीके)
292 292'
His उसके
pits गड्‍ढ़ों
possible. सम्भव
loves से।
holes. गड्‍ढ़ों
thick. लम्बी,
excision कटाव
relieved राहत
Boot 'बूट
Fine जाओ,
bio-shields बायोशील्डों
Carefully उखाड़
him उसके
antioxidants एंटीऑक्सीडेंट्स
licentious? बसते
Cumin जीरा
reply दें?
prevails बसते
digital डिजिटल
environment, सुव्यवस्थ्ति
Tarai तराई
Singh सिंह
re-transplantation पुन:
lesser थोड़ी
Bravo, ब्रावो
mentioned. कार्रवाई
ever पाया
T टा०
symptom वसंत
implementation तौर-तरीके
only मात्र
notes. चखाऊँगी
quiet? गये?
pillar दर‍असल
relief राहत
business क़ारोबार
erosion. कटाव
Permeable पारगम्य
brother, भाईसाहब!
240 240
lowland तराई
chrysalis क्राइसेलिस
veterinary प्राणी
temprature पड़ेगा
1944 1944
reminiscence संस्मरण
26-28 26-28,
aromatic रंचकों
21st 21वीं
go, जाओ,
type. भिन्‍न
financial आर्थिक
Aman अमान
now? दें?
principle. सिद्धांत
friends दोस्तों
Hai. सपोर्टिंग
historical, ऐतिहासिक,
documents. कागज़ात।
Oxyporum. ऑक्सीपोरम
series श्रृंखला
Bhai भाईसाहब!
Thank शुक्रिया,
merging समामेलन
economic आर्थिक
let लेते
educationist शिक्षाविद
loan-giving ऋणदानी
singh सिंह
farmer, किसान,
script. मांगी।
economical आर्थिक
son बेटा
minute मिनट
cuffs कफ
Foundation फाउंडेशन
phosphorous. भिन्‍न
luxury लग्जरी
comic-satire. हास्य-व्यंग्य
arranged. बचने
dash. सर।
birth जन्म
Mohammad मोहम्मद
professional क़ारोबार
say कहते
grandmother? बीजी,
architecture सिद्धांत
says कहते
protecting रक्षक
rearing, पालन,
T1 टा०
T19 टा०
chain श्रृंखला
Index Index
called कहते
minutes मिनट
minutes. मिनट
minutes, मिनट
surface. धरातल
felicitating पुरस्कृत
Providing बेरोजगारों
vouches इंशा
King किंग
negligible. मात्र
partially आंशिक
business. क़ारोबार
relieved. राहत
survey सर्वे
brings पलटने
boiled तीसरे,
harvester हरवेस्टर
allow रचने
revenue. पारदर्शिता
31 31%
visits यात्राओं
motiya 1924
dark गाढ़े
Bhumi भूमि'
7,177 7,177
connected जुड़ना
eagerly बेसब्री
geranium जिरेनिअम
burnt. अवशेषों
tatvaadhaan तत्वाधान
village गांव
auspices तत्वाधान
increasing बढ़ती
injured इंज़र्ड
coefficient गुणांक
Son बेटा
262.8 262.8
Vaijantimala वैजयंतीमाला
Bahar. वैजयंतीमाला
then! तो!
losing. बचने
converted तब्दील
ordinary साधारण
Melingi मेलिंगी
profession क़ारोबार
son. बेटा
beneficial. गुणकारी
friends. दोस्तों
Mohamad मोहम्मद
Austrian आस्ट्रियन
dicalcium डाइकैल्शियम
man, बेटा
Bharati भारती'
separated लेते
significant विशेष
her. उसके
special विशेष
increasing. बढ़ती
Internal 'आन्तरिक
holidays छुट्‍टियों
common साधारण
normal साधारण
simple साधारण
son? बेटा
posturing तेवर
specific विशेष
roles निभा
Ploughing पलटने
liquor, शराब,
plucking. उखाड़ने
right? हक
right, हक
born जन्म
worms कृमि
Ishan. ईशान।
May-June. मई-जून)
Ural यूराल
breeze अछूता
Singh, सिंह
supportive सहयोगी
conversion तब्दील
specially विशेष
Generally साधारण
(NGOs) (एनजीओ)
utmost विशेष
especially विशेष
shown दिखाया
flowers फूलों
Her उसके
flower फूलों
general साधारण
wrong? सकतीं,
honored सम्मानित
valuable. गुणकारी
basis आधार
cough कफ
names नामों
claimed लेते
fossils अवशेषों
particularly विशेष
progressiveness प्रगतिशीलता
request करेंगे
Typology टाइपोलोजी
NDA एनडीए
strokes. थपेड़ों
run चलाई
prevention कृमि
production उत्पादन,
Shortness वाइरस
prestigious सम्मानित
Govind गोविंद
Jha. चंद
station स्टेशन
